#OTUID	C_2	C_34	C_36	C_49	P10_11	P10_13	P10_18	P10_54	P10_55	P10_57	P20_1	P20_3	P20_16	P20_37	P20_41	P20_52	W10_14	W10_15	W10_21	W10_31	W10_33	W10_53	W20_4	W20_8	W20_23	W20_50	W20_51	W20_56	taxonomy
90	1231666.667	1870000	0	3227000	3553333.333	0	1915000	2245000	4453333.333	4105000	1435000	3420000	2146666.667	3226666.667	1024333.333	1067000	1085000	3016666.667	1335000	3856666.667	5236666.667	3870000	3103333.333	2753333.333	594333.3333	0	122500	106533.3333	 60S ribosomal protein L10a [Homo sapiens]
91	1613333.333	552333.3333	1275333.333	1273000	2116666.667	1430000	1551666.667	463000	2186666.667	2793333.333	1102333.333	515666.6667	1264333.333	1363666.667	764666.6667	98666.66667	1996666.667	652333.3333	1304333.333	935333.3333	1606666.667	1220000	936666.6667	308333.3333	550000	308333.3333	510333.3333	420666.6667	 60S ribosomal protein L11 isoform 1 [Homo sapiens]
92	50266666.67	38700000	31400000	41366666.67	25933333.33	18300000	27033333.33	46866666.67	36100000	19496666.67	24566666.67	26466666.67	26533333.33	26633333.33	37066666.67	32600000	29333333.33	53300000	27366666.67	47500000	14866666.67	31566666.67	18600000	20533333.33	17100000	5826666.667	10543333.33	11463333.33	 60S ribosomal protein L12 [Homo sapiens]
93	442333.3333	0	0	616333.3333	339333.3333	62333.33333	1496666.667	0	677666.6667	4520000	253333.3333	646000	394666.6667	934333.3333	1836500	94150	353500	1916666.667	448333.3333	417666.6667	2143333.333	556333.3333	579333.3333	816000	0	0	0	488900	 60S ribosomal protein L13 isoform 1 [Homo sapiens]
94	4350333.333	1904333.333	965500	3158333.333	868333.3333	0	0	0	1391666.667	1166666.667	446500	1550000	631333.3333	1179666.667	1192666.667	688000	2743333.333	687666.6667	2073333.333	3779000	2276666.667	787000	887000	884333.3333	0	0	22333.33333	269966.6667	 60S ribosomal protein L13a isoform 1 [Homo sapiens]
95	0	0	0	0	1320333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 60S ribosomal protein L14 [Homo sapiens]
96	131333.3333	0	117050	147000	189000	153333.3333	152666.6667	0	31966.66667	3985000	0	0	43000	106666.6667	0	0	220333.3333	0	121666.6667	33333.33333	230666.6667	0	93066.66667	0	77333.33333	14333.33333	0	503333.3333	 60S ribosomal protein L15 isoform 1 [Homo sapiens]
97	2660000	1238000	645500	2976666.667	1733333.333	0	3635000	0	3520000	1528666.667	1212000	2773333.333	889000	2343333.333	1406666.667	147000	5.00E+05	820000	935000	571000	2470000	1814000	1098666.667	497666.6667	146333.3333	138000	287333.3333	769433.3333	 60S ribosomal protein L17 isoform a [Homo sapiens]
98	266000	386000	265666.6667	754666.6667	721333.3333	352333.3333	1258333.333	39333.33333	0	799333.3333	336500	2.00E+05	365666.6667	189000	456666.6667	0	368000	0	406333.3333	3458333.333	763666.6667	195550	0	0	0	0	0	0	 60S ribosomal protein L18 isoform 1 [Homo sapiens]
99	267333.3333	0	315333.3333	412333.3333	533000	482666.6667	0	0	197000	0	45666.66667	274333.3333	205000	288000	234000	247333.3333	435333.3333	261000	267000	175000	508666.6667	327666.6667	272000	53333.33333	45333.33333	0	0	0	 60S ribosomal protein L18a [Homo sapiens]
100	0	0	0	0	0	0	3460000	0	0	61666.66667	0	0	0	0	0	0	0	0	0	202333.3333	376666.6667	0	0	0	0	0	0	0	 60S ribosomal protein L19 [Homo sapiens]
101	0	0	0	0	2095000	0	0	0	215500	372333.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 60S ribosomal protein L21 [Homo sapiens]
102	1317000	0	0	1378666.667	1470000	963333.3333	386000	64000	748333.3333	2211000	580666.6667	409000	1143000	797000	285000	0	1195666.667	115000	1280333.333	464000	992333.3333	58333.33333	424500	0	422200	184666.6667	157000	191333.3333	 60S ribosomal protein L22 proprotein [Homo sapiens]
103	4740000	5110000	5623333.333	8306666.667	7416666.667	1503333.333	2649333.333	2933333.333	6136666.667	7670000	6573333.333	2620000	2180000	3313333.333	3700000	3353333.333	2920000	2720000	5236666.667	6016666.667	7630000	5993333.333	2706666.667	3343333.333	730333.3333	476000	783666.6667	839333.3333	 60S ribosomal protein L23 [Homo sapiens]
104	337700	102500	32433.33333	2266666.667	1191666.667	0	550000	0	905000	2356666.667	193333.3333	1088000	126000	1014000	109900	0	0	139000	1973333.333	576333.3333	1636666.667	846333.3333	1232666.667	56666.66667	0	23000	129000	118000	 60S ribosomal protein L23a [Homo sapiens]
105	247666.6667	264666.6667	368000	474666.6667	586333.3333	0	535000	0	0	630333.3333	121600	226400	77000	299000	193950	349766.6667	27700	97033.33333	105533.3333	313000	517000	240100	283000	37566.66667	0	153650	20433.33333	49600	 60S ribosomal protein L24 [Homo sapiens]
106	1043666.667	862333.3333	446000	1590000	1018000	407666.6667	116666.6667	123333.3333	993666.6667	1013333.333	450000	1271000	1104333.333	1020666.667	358000	100333.3333	677333.3333	394000	406000	506000	1833333.333	499666.6667	692666.6667	286000	0	205533.3333	467333.3333	130700	 60S ribosomal protein L27 [Homo sapiens]
107	618000	0	6410333.333	637000	617000	0	494333.3333	443333.3333	1529000	847666.6667	307000	462333.3333	201666.6667	1423333.333	182500	0	183000	223000	231333.3333	218666.6667	1546666.667	289333.3333	533666.6667	131033.3333	0	35700	13033.33333	114500	 60S ribosomal protein L27a [Homo sapiens]
108	0	0	0	0	0	0	0	0	0	159000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 60S ribosomal protein L29 [Homo sapiens]
109	696333.3333	777500	713000	5886666.667	528000	2695500	1024000	437500	4840000	889666.6667	781333.3333	3506666.667	326500	195066.6667	131333.3333	1983000	3785000	1126666.667	2010000	718500	1740000	877000	2251666.667	418333.3333	0	88666.66667	0	441333.3333	 60S ribosomal protein L3 isoform a [Homo sapiens]
110	0	0	0	0	3426666.667	1709333.333	1239000	688000	1720000	1126666.667	1530000	216000	557333.3333	1021500	628333.3333	542000	1194333.333	592000	618000	1041333.333	1510000	777333.3333	1194666.667	437000	611333.3333	277666.6667	308333.3333	296000	 60S ribosomal protein L30 [Homo sapiens]
111	7783333.333	501666.6667	5783333.333	10580000	11070000	1997000	4943333.333	3497666.667	4533333.333	5413333.333	4286666.667	7766666.667	3592666.667	7970000	3817000	546000	3399666.667	3883333.333	4946666.667	9213333.333	8246666.667	4720000	5630000	3573333.333	2206666.667	243000	468333.3333	325333.3333	 60S ribosomal protein L31 isoform 1 [Homo sapiens]
112	602000	3278666.667	379000	360666.6667	702333.3333	1776333.333	564000	0	378333.3333	330000	0	365333.3333	0	0	92333.33333	0	384500	0	0	952000	606666.6667	266666.6667	983000	154000	0	1128500	0	210333.3333	 60S ribosomal protein L32 [Homo sapiens]
113	0	0	0	426000	497666.6667	0	450333.3333	0	0	1373333.333	0	258666.6667	0	0	0	0	0	0	0	0	333333.3333	411000	264666.6667	140000	0	0	0	29066.66667	 60S ribosomal protein L34 [Homo sapiens]
114	0	0	0	0	180666.6667	0	238333.3333	0	0	0	0	0	0	0	0	0	0	0	56333.33333	138600	346000	0	0	0	0	0	0	0	 60S ribosomal protein L35 [Homo sapiens]
115	976666.6667	0	0	2750000	3630000	0	0	0	4050000	3070000	0	0	0	0	0	0	0	0	0	0	1017333.333	0	124666.6667	522333.3333	0	0	193000	0	 60S ribosomal protein L35a [Homo sapiens]
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325000	0	0	0	0	0	0	0	 60S ribosomal protein L36 [Homo sapiens]
117	1928000	1324000	1194666.667	2366666.667	3146666.667	1163000	978333.3333	551333.3333	931000	2504000	646000	907333.3333	519333.3333	824000	1828333.333	510500	1117000	661333.3333	1246666.667	3713333.333	2786666.667	742000	1273333.333	408000	610000	0	260000	3.00E+05	 60S ribosomal protein L38 [Homo sapiens]
118	126100	0	278933.3333	539000	36333.33333	837666.6667	306000	0	2056666.667	1108333.333	460000	70666.66667	771333.3333	1480000	0	40333.33333	1516666.667	358666.6667	432000	723500	1326666.667	1070333.333	779000	146000	0	0	0	0	 60S ribosomal protein L4 [Homo sapiens]
119	2567666.667	2040000	0	6293333.333	571666.6667	469000	366666.6667	566666.6667	546500	0	3650000	3443333.333	1980000	2723333.333	1034333.333	807333.3333	1703333.333	1706666.667	2403333.333	1548000	4636666.667	2246666.667	2580000	1154333.333	672700	142150	2.00E+05	197666.6667	 60S ribosomal protein L5 [Homo sapiens]
120	0	0	0	0	2646666.667	1452666.667	1397000	1114000	2123333.333	893666.6667	1713333.333	852666.6667	783333.3333	1506666.667	558000	135350	0	107333.3333	0	0	342666.6667	1392000	1463333.333	653333.3333	1884666.667	228333.3333	0	735850	 60S ribosomal protein L7 [Homo sapiens]
121	499000	105666.6667	0	2150000	503666.6667	117000	0	0	2060000	4336666.667	0	777333.3333	0	867666.6667	0	539000	872666.6667	612666.6667	646666.6667	77666.66667	1075000	1166666.667	1312000	0	0	0	0	0	 60S ribosomal protein L7a [Homo sapiens]
122	1420000	1243333.333	940500	1006333.333	984666.6667	0	607500	0	1071000	1324666.667	0	458666.6667	783500	787000	889000	0	1123333.333	947000	835666.6667	701666.6667	922666.6667	731000	588666.6667	694666.6667	0	0	0	0	 60S ribosomal protein L8 [Homo sapiens]
123	4373333.333	4076666.667	3513333.333	5470000	6750000	2976666.667	2430000	1743333.333	4736666.667	5223333.333	2526666.667	2193333.333	2006666.667	2660000	2230000	1876666.667	3040000	1783333.333	2130000	3423333.333	2673333.333	1710333.333	1820000	1240000	1546666.667	853666.6667	780333.3333	571666.6667	 60S ribosomal protein L9 [Homo sapiens]
124	111666666.7	145666666.7	110400000	122333333.3	1.81E+08	123333333.3	86100000	98433333.33	123666666.7	185333333.3	98500000	76133333.33	79966666.67	73800000	72466666.67	68166666.67	97133333.33	75433333.33	79466666.67	109733333.3	81566666.67	71366666.67	29110000	13233333.33	15700000	14910000	7863333.333	26033333.33	 78 kDa glucose-regulated protein precursor [Homo sapiens]
125	303566.6667	0	102500	125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125433.3333	0	0	0	0	0	0	0	0	 85/88 kDa calcium-independent phospholipase A2 isoform a [Homo sapiens]
126	1144000	1049000	2890000	1780000	1522666.667	2100000	2210000	1057000	2120000	3806666.667	2073333.333	1640000	1195333.333	1346666.667	342000	2406666.667	1843333.333	544666.6667	1740000	1191000	1168000	1054666.667	1054666.667	1213333.333	751666.6667	489333.3333	344666.6667	262000	 A-kinase anchor protein 12 isoform 1 [Homo sapiens]
127	0	0	0	0	0	0	0	0	0	0	2860000	1490000	2880000	1895000	0	0	0	1840000	1543500	1546666.667	1690000	2455000	2930000	1426666.667	909500	0	0	119000	 A-kinase anchor protein 8-like [Homo sapiens]
128	0	0	0	0	921000	1139333.333	868333.3333	366666.6667	1133000	224000	555666.6667	578500	512500	943500	1299500	214000	0	0	0	0	0	0	0	0	0	0	0	0	 A-kinase anchor protein 9 isoform 2 [Homo sapiens]
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573333.3333	659000	486666.6667	166500	783033.3333	0	 A disintegrin and metalloproteinase with thrombospondin motifs 14 isoform 1 preproprotein [Homo sapiens]
130	0	0	0	0	1398733.333	546666.6667	1423333.333	716666.6667	470000	3590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 A disintegrin and metalloproteinase with thrombospondin motifs 9 preproprotein [Homo sapiens]
131	0	0	0	0	0	0	0	0	0	0	0	886666.6667	0	0	533000	0	0	0	0	0	0	0	0	0	0	0	0	0	 Abelson tyrosine-protein kinase 2 isoform b [Homo sapiens]
132	2123333.333	3563333.333	1140000	0	1979333.333	0	423333.3333	2231000	243000	666500	574000	3803333.333	3785000	0	2558000	2449000	779500	5233333.333	0	1906666.667	959666.6667	818000	541500	2833333.333	0	1973666.667	3485000	854666.6667	 abnormal spindle-like microcephaly-associated protein isoform 1 [Homo sapiens]
133	1216000	2066666.667	1733333.333	1923333.333	1866666.667	1026666.667	1750000	1680000	1494000	978000	1620000	1040333.333	2250000	1190000	659000	536333.3333	1115666.667	490666.6667	1223333.333	1706666.667	855666.6667	1063666.667	1216666.667	461833.3333	711700	388333.3333	18608333.33	182666.6667	" acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]"
134	27300000	38720000	24066666.67	19656666.67	15300000	19736666.67	8603333.333	9163333.333	18840000	7670000	10090000	8183333.333	9473333.333	8396666.667	17666666.67	36100000	6096666.667	38200000	37600000	11200000	30633333.33	36966666.67	33966666.67	33400000	24366666.67	16666666.67	1057333.333	27966666.67	" acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]"
135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973500	0	1325000	1434000	232333.3333	0	0	0	0	0	0	 acetyl-CoA carboxylase 1 isoform 2 [Homo sapiens]
136	1013333.333	0	1420000	1786666.667	1118333.333	0	0	1043666.667	668000	543333.3333	868000	327000	868666.6667	0	0	0	0	0	994666.6667	1200000	1303333.333	0	0	0	0	0	0	0	" acetyl-coenzyme A synthetase 2-like, mitochondrial isoform 1 precursor [Homo sapiens]"
137	803333.3333	506000	868000	2190000	2936666.667	2892333.333	1370333.333	874000	3137666.667	2603333.333	1044000	1731333.333	2080000	2220333.333	765000	2516666.667	4463333.333	1945333.333	4243333.333	3325333.333	1694333.333	2555333.333	4710333.333	501000	650333.3333	1247333.333	50000	279100	" acetyl-coenzyme A synthetase, cytoplasmic isoform 2 [Homo sapiens]"
138	0	0	0	0	4066666.667	4236666.667	10406666.67	7793333.333	5383333.333	3276666.667	4303333.333	5080000	3066666.667	3900000	4110000	3450000	4480000	10773333.33	4280000	5756666.667	3693333.333	5800000	3713333.333	2986666.667	1686666.667	623666.6667	141333.3333	351333.3333	 acid-sensing ion channel 5 [Homo sapiens]
139	0	4100000	3966666.667	6682333.333	18566666.67	4160000	5180000	3375000	4633333.333	0	5060000	3430000	2505666.667	3290000	2367000	3043333.333	2347333.333	3070000	1320000	4276666.667	4210000	3015000	3370000	3918166.667	4143650	0	845600	734066.6667	 acid ceramidase isoform a preproprotein [Homo sapiens]
140	4386666.667	6853333.333	2933333.333	7226666.667	8640000	6296666.667	3193333.333	3290000	7250000	12466666.67	5806666.667	2986666.667	1726666.667	3826666.667	2670000	2573333.333	2660000	2790000	2240000	5010000	4260000	2103333.333	2009000	2013333.333	825666.6667	1793333.333	1202000	1930000	 acidic leucine-rich nuclear phosphoprotein 32 family member A [Homo sapiens]
141	1256666.667	1795000	638666.6667	3353333.333	4683333.333	765333.3333	763333.3333	1250000	2296666.667	271666.6667	1549000	664333.3333	96566.66667	535000	328000	478000	0	706000	116133.3333	1429666.667	1195666.667	199000	265333.3333	500333.3333	0	261000	116333.3333	83000	 acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]
142	253333.3333	1794666.667	176500	1593333.333	1778000	525000	217666.6667	403000	1299333.333	2058500	823333.3333	661333.3333	0	472333.3333	573666.6667	374000	0	797666.6667	0	797333.3333	1025333.333	166333.3333	726333.3333	384500	0	199500	0	91333.33333	 acidic leucine-rich nuclear phosphoprotein 32 family member E isoform 5 [Homo sapiens]
143	27733333.33	23900000	24233333.33	27600000	50700000	16133333.33	20533333.33	25766666.67	20166666.67	32533333.33	24900000	16066666.67	2.20E+07	16733333.33	1.80E+07	15100000	14266666.67	15033333.33	19866666.67	25633333.33	17966666.67	15633333.33	15266666.67	10900000	8096666.667	8260000	3063333.333	8323333.333	" aconitate hydratase, mitochondrial precursor [Homo sapiens]"
144	0	0	0	0	0	0	0	0	0	0	0	9890000	4766666.667	4200000	4166666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	 actin-binding LIM protein 3 [Homo sapiens]
145	0	0	0	0	0	0	0	0	0	0	48300000	21566666.67	15216666.67	25033333.33	27200000	21250000	0	0	0	0	0	0	0	0	0	0	0	0	 actin-related protein 2 isoform a [Homo sapiens]
146	29733333.33	30933333.33	22046666.67	45733333.33	70166666.67	18013333.33	35800000	39733333.33	35100000	148333333.3	0	0	0	0	0	0	17420000	18600000	24500000	20700000	24100000	17863333.33	28433333.33	28566666.67	19066666.67	46666666.67	9680000	46833333.33	 actin-related protein 2 isoform b [Homo sapiens]
147	3283333.333	7173333.333	1643333.333	2513333.333	5463333.333	1786666.667	5360000	2056000	3980000	1290000	3750000	1756666.667	1333666.667	1780000	1810000	2120000	3260000	999666.6667	1743333.333	1773333.333	2560000	830333.3333	2136666.667	915666.6667	1543333.333	223000	471000	189666.6667	 actin-related protein 2/3 complex subunit 1B [Homo sapiens]
148	2290000	2283333.333	2836000	987000	6580000	2066666.667	1843333.333	1501666.667	1840000	0	211000	1107666.667	2082666.667	1603333.333	1520000	1244000	2760000	0	1891666.667	955666.6667	3456666.667	314500	1007666.667	200500	871666.6667	260333.3333	435000	1018000	 actin-related protein 2/3 complex subunit 2 [Homo sapiens]
149	27866666.67	9613333.333	26633333.33	30166666.67	37633333.33	28833333.33	25866666.67	15310000	26566666.67	14306666.67	23033333.33	7060000	5586666.667	14366666.67	5646666.667	5553333.333	4956666.667	5626666.667	5196666.667	18466666.67	8810000	5726666.667	5466666.667	4656666.667	2443333.333	2696666.667	1726666.667	2953333.333	 actin-related protein 2/3 complex subunit 3 isoform 1 [Homo sapiens]
150	4446666.667	2530000	1238333.333	9503333.333	10820000	3143333.333	8743333.333	1353333.333	8730000	17700000	1856666.667	4123333.333	2560000	3710000	2253333.333	1373333.333	7433333.333	2466666.667	6160000	4386666.667	5870000	1713333.333	3126666.667	1106666.667	3133333.333	794000	2150000	366000	 actin-related protein 2/3 complex subunit 4 isoform a [Homo sapiens]
151	0	0	349500	399333.3333	817333.3333	371666.6667	1149666.667	278000	1080666.667	0	1603666.667	616000	0	0	286333.3333	434000	0	0	0	1239333.333	1156000	0	221000	0	0	16433.33333	0	0	 actin-related protein 2/3 complex subunit 5-like protein [Homo sapiens]
152	7260000	8073333.333	5076666.667	5513333.333	9486666.667	6363333.333	4720000	2970000	6570000	4890000	3950000	5260000	2213333.333	4176666.667	2970000	3326666.667	6346666.667	3930000	3410000	6126666.667	6193333.333	4076666.667	5593333.333	2403333.333	1226333.333	1906666.667	864333.3333	1444000	 actin-related protein 2/3 complex subunit 5 isoform 2 [Homo sapiens]
153	13166666.67	14666666.67	1.50E+07	13366666.67	22333333.33	13300000	9513333.333	13233333.33	15666666.67	6660000	9933333.333	12800000	7763333.333	10810000	11600000	8166666.667	7066666.667	11066666.67	10990000	16033333.33	16266666.67	12633333.33	12700000	8693333.333	2626666.667	9240000	1320000	2560000	 actin-related protein 3 isoform 1 [Homo sapiens]
154	7040000	7683333.333	8210000	6676666.667	11166666.67	8083333.333	4040000	6696666.667	7926666.667	4076666.667	3893333.333	6326666.667	3270000	3646666.667	4646666.667	5096666.667	2415333.333	5820000	4316666.667	5953333.333	8440000	4973333.333	3341333.333	5286666.667	847666.6667	1289666.667	837666.6667	1309666.667	 actin-related protein 3B isoform 1 [Homo sapiens]
155	2036666667	1896666667	2023333333	1.68E+09	1.63E+09	1.78E+09	1.60E+09	1.85E+09	1.52E+09	3343333333	1533333333	1.32E+09	1.48E+09	1.38E+09	1376666667	1.66E+09	1753333333	1696666667	1516666667	1433333333	1166666667	1553333333	1.25E+09	1.36E+09	1136666667	9.72E+08	890333333.3	1.10E+09	" actin, alpha cardiac muscle 1 proprotein [Homo sapiens]"
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606666667	1.55E+09	1376666667	1.32E+09	1086666667	1.42E+09	0	0	0	0	0	0	" actin, alpha skeletal muscle [Homo sapiens]"
157	341666666.7	345333333.3	3.37E+08	338666666.7	326666666.7	2.76E+08	2.88E+08	295333333.3	3.05E+08	4.51E+08	2.91E+08	274333333.3	226666666.7	221333333.3	245333333.3	283666666.7	286666666.7	252666666.7	257333333.3	293666666.7	1.88E+08	2.53E+08	174333333.3	197333333.3	1.54E+08	114800000	74066666.67	84066666.67	" actin, aortic smooth muscle [Homo sapiens]"
158	179000	0	616500	856333.3333	308000	920000	0	548500	1025333.333	524000	0	512500	0	1007000	0	1009000	0	1710000	1010333.333	897333.3333	681333.3333	959500	950500	615666.6667	481500	0	687500	0	" actin, cytoplasmic 1 [Homo sapiens]"
159	1356666667	1138333333	1.19E+09	8.17E+08	640333333.3	976333333.3	9.49E+08	1116333333	678333333.3	1.49E+09	740333333.3	6.38E+08	1.02E+09	9.03E+08	806666666.7	1021666667	9.60E+08	1057666667	933666666.7	8.11E+08	510666666.7	9.13E+08	710666666.7	807666666.7	8.49E+08	494333333.3	369333333.3	566333333.3	" actin, gamma-enteric smooth muscle isoform 2 precursor [Homo sapiens]"
160	233000	1903333.333	433500	1434666.667	2430000	961333.3333	151666.6667	519000	1383333.333	3013333.333	1163333.333	629666.6667	159666.6667	849333.3333	410000	627333.3333	394666.6667	348666.6667	220500	1478333.333	782333.3333	591000	358000	192133.3333	257000	0	0	152600	 activated RNA polymerase II transcriptional coactivator p15 [Homo sapiens]
